annotation.GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NWMN_RS04450,19148.204728694305,-1.357056854376887,0.3205811792612885,-4.233114549968085,2.3047703622167585e-05,9.037288064681488e-05
NWMN_RS04455,4329.61162369517,-1.1043128158304114,0.32324360230155735,-3.4163485617889706,0.0006346695308556073,0.0018708399336678353
NWMN_RS04475,13665.804420321183,-3.630443324699428,0.3789402839434953,-9.580515660458975,9.656161114750903e-22,2.804110945501426e-20
NWMN_RS04480,3197.9427259455997,-2.9555552375699468,0.35719450852098367,-8.27435799561381,1.291495868727447e-16,2.2819020379383147e-15
NWMN_RS04490,1237.0200540904054,0.9922532748951721,0.3868132771704964,2.565199628496244,0.010311645909810225,0.022336822343776506
NWMN_RS04500,3167.534750720087,0.6202058607183341,0.2784543293277522,2.227316279174551,0.02592614329579105,0.04992117311176727
NWMN_RS04520,936.7323600425406,1.6704055243694353,0.3097653042841035,5.3924874776724865,6.948894357408212e-08,3.9044266571414346e-07
NWMN_RS04525,1915.882605267184,1.7579709584240053,0.2688277141703501,6.5393962964325105,6.176765403374146e-11,5.608808956066988e-10
NWMN_RS04530,4156.365822359269,1.7128526159948363,0.26504030804939344,6.46261177630244,1.0291107542401629e-10,8.956622677110972e-10
NWMN_RS04565,2108.1260913619817,-0.7228035296440671,0.24524436819070378,-2.9472788100153635,0.003205840104938216,0.007934792428509524
NWMN_RS04580,4100.882832275729,-2.2680336264988634,0.33286029010686613,-6.813770503446663,9.50733324991901e-12,1.0177010372997247e-10
NWMN_RS04585,8333.963127292718,-1.6216606548859005,0.34959293905623456,-4.638711122895548,3.505886811312987e-06,1.5579948511486352e-05
NWMN_RS04610,756.7493120578288,-3.2560427807956467,0.39013179236453593,-8.346007284003216,7.06094550514122e-17,1.2863200724583353e-15
NWMN_RS04615,1009.770897889629,1.2374244159568768,0.2769128715170099,4.468641739829222,7.871784415297062e-06,3.317233288802627e-05
NWMN_RS04620,682.395461297052,1.1435276274995134,0.3008450617024959,3.8010516809823582,0.00014408324330176655,0.0004891159173658348
NWMN_RS04625,1966.4159927837509,1.0550170924312636,0.28277717966713306,3.730913129811823,0.00019078700657730732,0.0006308661671829114
NWMN_RS04630,6519.136421365678,0.7512305217957607,0.23950004099867866,3.136661349464676,0.0017088338159762643,0.004499110935599985
NWMN_RS04635,1852.747479256893,0.614259894054437,0.2403515783601407,2.5556723956022265,0.010598284733887782,0.0229238710357617
NWMN_RS04650,532.6168681399754,1.3713219661391118,0.2652337199882483,5.170239915949868,2.3379364796832258e-07,1.2072478336110742e-06
NWMN_RS04665,11858.65060931548,-2.140626269804042,0.2779208749188108,-7.7022867405314,1.3365255598835488e-14,1.9215830721266904e-13
NWMN_RS04670,50725.372349391946,-1.2361953730742434,0.35932601004934317,-3.4403169781794736,0.000581033261904393,0.0017301223930615073
NWMN_RS04675,75583.12061867517,-0.8287092836474066,0.37000141931470737,-2.23974622903417,0.0251074025010971,0.048756808091919304
NWMN_RS04690,12544.504434531535,-4.110878332683288,0.7383336094167092,-5.5677789555468316,2.5800682840898396e-08,1.5602763458217524e-07
NWMN_RS04695,8942.39605988425,-4.065575522704199,1.0065644041098767,-4.039061490853595,5.3665496267161495e-05,0.00019773982481354857
NWMN_RS04705,4234.619947636152,-0.800230466173031,0.33546656274414227,-2.3854254195323796,0.01705938100533813,0.03479496835094349
NWMN_RS04735,362.02213835841644,-0.7256436556128261,0.2882939881276878,-2.5170266654725815,0.011834987172556294,0.025263476984794475
NWMN_RS04740,11140.284494256475,-0.7956024293135039,0.2483668548615525,-3.2033357661874717,0.0013584549735834374,0.0036755981895943007
NWMN_RS04745,6111.331710658388,-1.1406563626437345,0.20862351269074814,-5.467535024849188,4.5633705748160894e-08,2.634717696050313e-07
NWMN_RS04760,174064.2909286928,-1.619033620713387,0.7205610433627467,-2.2469069562206805,0.024645974062473288,0.047999098223927054
NWMN_RS04765,567.5787860778142,-3.120451351065204,0.47180501337623737,-6.613857976487468,3.7443099051111226e-11,3.61252004989833e-10
NWMN_RS04770,68.16721903714489,-1.0206485241029395,0.35937887720167055,-2.840034817990118,0.004510861004109026,0.010809113827656678
NWMN_RS04775,50.985912296835195,-1.4315709621410941,0.3765476481306807,-3.801832169840742,0.00014363001119261647,0.00048814232077397927
NWMN_RS04815,1909.2240770966814,1.258170047100715,0.3950097319379263,3.185162150127556,0.0014467292058487821,0.003892896110783925
NWMN_RS04820,3270.732760905442,1.24644518441938,0.42539489084985577,2.930089691320049,0.0033886417970976127,0.008352005370493527
NWMN_RS04825,3325.6203560532786,1.0845733507003688,0.4433863616421076,2.4461134679099903,0.014440554576443524,0.030209804973401467
NWMN_RS04830,2754.3240244547997,1.1653368665444912,0.4810217781847561,2.422628079215357,0.015408692994541683,0.03196159586491567
NWMN_RS04835,6351.474216320192,1.1862422956101355,0.45971304258203843,2.580397303821207,0.00986867039072832,0.021504316683511267
NWMN_RS04845,73.05018226771739,-1.874800966842647,0.3251391221640437,-5.766150054058233,8.110285538560226e-09,5.309702563526148e-08
NWMN_RS04855,201.76692217003534,-0.8948117360113564,0.3223259744434917,-2.7761080612764255,0.0055013920295236066,0.01292915290271854
NWMN_RS04875,49932.71122903653,-1.7819112499973897,0.2801146065348344,-6.361364985712716,1.9996863828568508e-10,1.666215954806575e-09
NWMN_RS04885,5415.806297539016,0.7681790013120232,0.2802536278300849,2.741013585657356,0.006124997489378548,0.014235037746709416
NWMN_RS04890,13067.150679540664,-1.3870018356371114,0.33204221343343265,-4.177185247908774,2.9513865239334353e-05,0.00011375054763070652
NWMN_RS04895,8200.562563028563,-1.9584587671176639,0.3455462635850364,-5.667717968640983,1.4471190369099448e-08,9.06923105824117e-08
NWMN_RS04905,1922.8638031256658,-0.7351835916081761,0.28878217165161246,-2.5458067144640197,0.010902553771128472,0.02347811322372967
NWMN_RS04910,3909.0265759567287,-0.706564409732958,0.29431982353096436,-2.4006687733645733,0.01636514214652851,0.033676928271882844
NWMN_RS04945,919.4412914222197,0.6874090693322105,0.20630714000840447,3.331969360363422,0.0008623374976227106,0.0024555688160460293
NWMN_RS04990,875.0446529585431,0.8719157591325762,0.21334851500823226,4.086814286468938,4.373369150784311e-05,0.00016381981761494742
NWMN_RS05015,70.44632493549817,-1.6335586296931157,0.31823715972185695,-5.133148596225737,2.84934766132097e-07,1.445871399767198e-06
