annotation.GeneID,counts.co01.bam,counts.co02.bam,counts.co03.bam,counts.co04.bam,counts.mono01.bam,counts.mono02.bam,counts.mono03.bam,counts.mono04.bam
NWMN_RS04735,529,384,560,387,196,299,170,488
NWMN_RS04740,17782,12952,13824,10813,11108,9557,4914,9786
NWMN_RS04745,6576,5459,7261,6541,5694,5392,2829,7569
NWMN_RS04750,17136,12620,8870,7018,5714,8417,2036,5561
NWMN_RS04755,472,360,354,284,149,255,55,200
NWMN_RS04760,390106,127027,38227,33934,131291,77118,166814,161754
NWMN_RS04765,341,259,112,79,701,525,438,754
NWMN_RS04770,120,79,51,53,54,64,32,84
NWMN_RS04775,59,45,44,35,29,56,37,54
NWMN_RS04780,53,88,82,101,19,47,12,68
NWMN_RS04785,92,126,100,104,7,22,9,49
NWMN_RS04790,3694,2364,1839,1410,1699,1069,438,673
NWMN_RS04795,860,983,1076,1193,593,877,183,587
NWMN_RS04800,3332,3297,4037,2522,558,1116,317,1535
NWMN_RS04805,18449,13666,14925,11094,8664,7784,3539,6089
NWMN_RS04810,220,236,313,289,35,96,25,138
NWMN_RS04815,3881,3850,4835,5535,710,1465,126,1062
NWMN_RS04820,9099,7315,7893,6880,1794,2503,192,1188
NWMN_RS04825,10304,7807,6995,5569,2215,2635,284,896
NWMN_RS04830,9411,6391,5797,4337,1861,2106,201,657
NWMN_RS04835,21432,15526,13380,9671,4257,4495,618,1347
NWMN_RS04840,128,58,87,88,67,51,23,38
NWMN_RS04845,60,48,41,63,66,106,24,127
NWMN_RS04850,108,68,184,160,75,123,27,139
NWMN_RS04855,158,187,264,336,209,198,70,218
NWMN_RS04860,178,154,230,194,97,159,34,185
NWMN_RS04865,5287,4849,6054,6357,2030,3169,451,2047
NWMN_RS04870,262054,221924,243418,213696,166600,112270,54664,70223
NWMN_RS04875,51599,34193,37105,30218,69970,69999,18352,48594
NWMN_RS04880,64,67,71,97,33,78,7,75
NWMN_RS04885,9931,10124,12817,13101,2306,3462,820,4760
NWMN_RS04890,11640,10508,12122,14303,17936,8752,6491,13343
NWMN_RS04895,4966,4910,5713,6921,12795,6007,4365,9022
NWMN_RS04900,2439,2175,2756,2564,1910,874,760,662
NWMN_RS04905,2801,2775,1943,2152,1812,1746,908,1432
NWMN_RS04910,5893,5286,4452,4378,4146,3579,1710,2547
NWMN_RS04915,14436,12304,11257,10130,8894,7198,3341,4914
NWMN_RS04920,4027,3374,3681,3317,2005,1742,721,1454
NWMN_RS04925,5903,4811,4723,3633,2340,2376,842,1663
NWMN_RS04930,9504,7804,8133,5285,3249,3709,998,2945
NWMN_RS04935,11119,8652,9971,7317,4003,5225,1764,6407
NWMN_RS04940,8060,7572,9777,8702,3356,4469,1063,3206
NWMN_RS04945,1880,1550,2401,1896,482,694,173,566
NWMN_RS04950,803,710,802,792,442,393,159,427
NWMN_RS04955,18696,14302,18345,17683,7854,6480,3144,5289
NWMN_RS04960,9630,7761,13378,9876,2433,2612,1032,5599
NWMN_RS04965,16812,13210,23228,21105,6158,6514,3006,10567
NWMN_RS04970,5538,4653,7498,6669,1501,3021,504,2404
NWMN_RS04975,327,304,377,291,75,147,16,100
NWMN_RS04980,9442,7323,9491,6200,2140,3842,909,2802
NWMN_RS04985,5412,4343,6605,4951,1125,2113,1474,3718
NWMN_RS04990,1977,1811,2233,1663,298,550,194,601
NWMN_RS04995,6231,5452,6786,4998,1590,2581,605,2072
NWMN_RS05000,3614,2901,3673,3766,1498,1603,682,1755
NWMN_RS05005,6,3,0,7,0,0,0,1
NWMN_RS05010,22,20,28,29,3,4,1,11
NWMN_RS05015,72,65,46,46,54,97,41,77
NWMN_RS05020,5020,2620,3702,5796,2769,1246,722,553
NWMN_RS05025,4092,3451,2975,2335,672,876,323,1323
NWMN_RS05030,3315,3327,3670,2904,687,1526,453,3385
NWMN_RS05035,9283,8030,8600,6151,2114,4390,1176,6848
NWMN_RS15955,215,305,258,334,57,110,23,80
NWMN_RS05045,1,2,16,7,0,6,0,4
NWMN_RS15260,8,2,21,20,3,5,2,17
NWMN_RS05050,179,168,152,207,208,178,101,187
NWMN_RS05055,40,16,50,53,44,49,17,47
NWMN_RS05060,57,85,74,111,67,87,54,93
NWMN_RS15265,202,221,211,190,77,180,29,120
NWMN_RS05070,79,141,80,97,3,4,3,7
NWMN_RS05075,1234,1664,1268,986,42,63,15,71
NWMN_RS05080,329,358,733,811,8,78,6,331
NWMN_RS05085,220,138,205,200,58,72,34,315
NWMN_RS05090,420,349,387,366,138,117,72,344
NWMN_RS05095,484,470,529,418,167,135,101,355
NWMN_RS05100,1858,1189,1314,1589,1483,1169,617,1939
NWMN_RS05105,10486,8931,9715,7109,3144,5471,1497,4359
NWMN_RS15960,154,124,139,95,42,50,22,76
NWMN_RS05110,14778,10595,12538,11613,6353,7902,2870,8980
NWMN_RS05115,35849,25664,28062,20813,14653,17375,6603,16351
NWMN_RS05120,16587,11203,11475,7761,5995,7453,2437,5689
NWMN_RS05125,40376,27340,26211,19364,12632,13695,4129,8586
NWMN_RS05130,339,298,408,310,449,390,138,203
NWMN_RS05135,831,682,928,810,1139,809,426,716
NWMN_RS05140,479,434,588,511,252,217,66,188
NWMN_RS05145,5305,3928,5116,4781,1354,2750,498,2007
NWMN_RS05150,3418,2648,2228,1306,704,2941,731,4170
NWMN_RS05155,397,313,330,390,190,220,55,118
NWMN_RS05160,31,42,41,38,24,21,6,13
NWMN_RS05165,103318,84575,91352,67798,153435,148567,30119,88586
NWMN_RS05170,379,423,591,512,278,688,90,571
NWMN_RS05175,5580,4952,6358,5060,1902,3227,1057,4050
NWMN_RS05180,11907,12058,16505,15227,5242,8945,2772,11937
NWMN_RS05185,4211,5509,3055,3467,571,993,343,1647
NWMN_RS05190,44924,30652,44444,30971,3410,3490,1099,3156
NWMN_RS05195,106833,83742,106690,74010,9264,9129,2790,8501
NWMN_RS05200,331380,261420,339227,246676,29679,28285,10430,26319
NWMN_RS05205,203937,166684,210124,172010,21078,19719,7265,16585
NWMN_RS05210,6,8,4,4,1,1,1,13
NWMN_RS05215,24736,24127,12117,20002,25309,31378,15746,29030
NWMN_RS05220,29743,28734,24326,22252,26439,17315,6151,11953
NWMN_RS05225,596,434,649,460,260,164,78,182
NWMN_RS05230,1447,1133,1576,1010,406,310,117,455
NWMN_RS05235,512,552,629,408,90,113,46,228
NWMN_RS05240,361,334,421,262,60,76,15,107
NWMN_RS05245,968,809,883,583,253,151,72,263
NWMN_RS05250,3586,2492,2839,1997,890,832,256,1002
NWMN_RS05255,2773,2200,2187,1495,750,885,219,719
NWMN_RS05260,1835,1113,1175,729,510,467,167,385
NWMN_RS05265,1189,732,851,578,207,342,105,227
NWMN_RS05270,3763,2356,2831,1665,956,1082,331,768
NWMN_RS05275,3691,2475,3031,1931,823,1074,314,795
NWMN_RS05280,12125,11921,12594,9688,3963,5655,816,2368
NWMN_RS05285,36296,36723,38640,32022,13809,20750,2587,7465
NWMN_RS05290,13491,13263,14677,13463,5477,8569,961,3609
NWMN_RS05300,88,82,92,79,338,344,137,741
NWMN_RS05305,35485,45372,36476,33836,34397,55913,18650,44473
NWMN_RS05310,4384,3730,4151,3572,1530,2028,679,1718
NWMN_RS05315,6450,5827,10187,6078,10177,15043,7848,33437
NWMN_RS05320,31189,23431,33216,25362,21895,22357,11147,26471
NWMN_RS05325,165432,123441,167274,129108,77669,87946,42078,98233
NWMN_RS05330,365,346,282,268,242,346,60,586
NWMN_RS05335,10202,5637,10286,5740,541,648,1089,1073
NWMN_RS05340,7420,4294,6847,2791,501,606,971,1210
NWMN_RS05345,5387,3595,5163,3369,1606,2115,1192,2912
NWMN_RS05355,80194,53057,57955,38779,11310,15110,8825,20363
NWMN_RS05360,6607,4315,4938,3789,880,1189,789,1759
NWMN_RS05365,1032,887,1023,677,146,236,135,494
NWMN_RS05370,5332,3769,3466,2389,493,1123,323,1176
NWMN_RS05375,5034,4771,4214,4495,1642,2643,625,4501
NWMN_RS05380,162294,110904,120373,81833,66766,68135,25264,47352
NWMN_RS05385,130252,87784,90257,57368,47022,53156,17615,35654
NWMN_RS05390,197563,134921,135067,80801,65367,75516,21969,53534
NWMN_RS05395,243423,162618,150711,89818,75279,87327,20034,56997
NWMN_RS05400,392,328,427,264,168,176,38,125
NWMN_RS05405,433,366,523,325,134,303,45,220
NWMN_RS05410,938,758,1102,704,354,635,125,520
NWMN_RS05415,558,491,684,361,126,321,84,248
NWMN_RS05420,790,622,1011,483,224,507,92,334
NWMN_RS05425,2077,1748,2856,1786,9518,5696,5057,6173
NWMN_RS05430,17769,16341,26399,23107,37848,30312,17607,27441
NWMN_RS05435,3124,4250,4144,3493,2864,3530,1030,2755
NWMN_RS05440,66780,60547,77223,71894,33778,47922,5093,26992
NWMN_RS05445,2898,2308,2633,2785,2445,1559,1000,2240
NWMN_RS05450,19790,18238,23361,24755,11654,7850,3943,6075
NWMN_RS05455,1272,1250,1114,1632,734,742,354,520
NWMN_RS05460,10664,10682,20158,13979,2017,3217,766,6176
NWMN_RS05465,2310,2206,2418,2494,1656,1318,592,1476
NWMN_RS05470,5235,4873,5000,5902,4254,3451,1511,4354
NWMN_RS05475,10402,11299,12243,12171,2704,3731,838,3893
NWMN_RS05480,7361,7853,13884,11984,692,1211,208,3140
NWMN_RS05485,69486,45783,47623,36740,20724,11298,5287,8385
NWMN_RS05490,14244,10278,20511,14541,2237,2128,1636,2807
NWMN_RS05495,22821,19777,26633,20402,4033,5583,2204,5152
NWMN_RS05500,6177,4612,6390,4660,749,1071,494,1248
NWMN_RS05510,10258,9188,10865,11348,6830,7473,3102,9091
NWMN_RS05515,2297,2112,2372,2246,867,1190,534,1738
NWMN_RS05520,3416,3018,2737,2276,1303,1771,598,1742
NWMN_RS05525,571,600,769,844,67,217,30,429
NWMN_RS05530,1461,1458,1769,1552,392,587,183,686
NWMN_RS05535,2490,2162,2720,2260,722,826,360,743
NWMN_RS05540,2379,2113,2600,2040,742,913,425,925
NWMN_RS05545,1710,1677,2555,1737,484,717,262,884
NWMN_RS05550,16770,16394,21168,13738,5107,7242,3476,13104
NWMN_RS05560,2259,2011,2170,1887,591,769,343,1177
NWMN_RS05565,1108,816,683,533,185,286,135,383
NWMN_RS05570,396,321,445,357,249,143,79,153
NWMN_RS05575,5286,4491,5502,5731,1704,1542,919,1892
NWMN_RS05580,3913,3582,4414,4973,4427,3239,2129,2940
NWMN_RS05585,124,72,135,147,389,483,413,710
NWMN_RS05590,326,190,476,592,671,986,941,1522
NWMN_RS05595,98,92,133,158,115,207,162,279
NWMN_RS05600,3016,3276,3292,3055,1375,1895,795,1910
NWMN_RS05605,414,344,662,495,106,269,144,261
NWMN_RS05610,19,14,14,35,55,85,84,117
NWMN_RS05615,44,43,61,64,95,135,179,268
NWMN_RS05620,54,32,75,92,107,176,193,299
NWMN_RS05625,53,38,111,188,284,325,353,536
NWMN_RS05630,187,280,363,418,676,2003,1135,1712
NWMN_RS05635,227,210,345,417,509,1238,844,1345
NWMN_RS05640,18810,20046,21713,21106,4790,5591,1213,3334
NWMN_RS05645,158,194,248,270,242,686,492,721
NWMN_RS05650,145,146,201,230,184,693,454,705
NWMN_RS05655,22,16,18,10,13,55,37,63
NWMN_RS05660,42,38,38,41,39,206,116,205
NWMN_RS05665,58,76,98,100,90,314,185,367
NWMN_RS05670,33,33,30,57,27,124,88,142
NWMN_RS05675,34,37,42,52,49,139,101,136
NWMN_RS05680,29,24,39,44,30,124,90,149
NWMN_RS05685,20,20,45,31,32,103,76,91
NWMN_RS05690,45,39,78,77,63,260,153,253
NWMN_RS15965,7,7,10,11,9,42,23,25
NWMN_RS05700,31,30,58,63,42,210,137,189
NWMN_RS05705,17,10,24,20,9,54,65,82
NWMN_RS05710,9,11,8,5,9,32,21,38
NWMN_RS05715,66,75,101,103,78,423,220,297
NWMN_RS05720,10,22,13,18,13,50,30,50
NWMN_RS05725,44,37,36,42,36,173,73,143
NWMN_RS05730,55,45,63,51,43,170,98,156
NWMN_RS05735,47,40,42,42,43,178,60,142
NWMN_RS05740,212,224,298,252,190,940,400,782
NWMN_RS05745,49,30,375,542,147,406,327,742
NWMN_RS05750,80,83,744,1110,252,809,679,1291
NWMN_RS05755,253,194,1097,1526,521,1155,815,1332
NWMN_RS05760,114,70,649,894,254,581,503,754
NWMN_RS05765,10,11,73,134,24,57,69,96
NWMN_RS05770,22,36,515,668,349,719,491,865
NWMN_RS05775,90,76,1142,1246,692,1692,934,1692
NWMN_RS05780,24,34,344,390,283,523,250,461
NWMN_RS05785,34,39,275,306,240,413,248,415
NWMN_RS05790,45,40,286,333,253,498,282,393
NWMN_RS05795,42,24,316,342,235,470,259,426
NWMN_RS05800,12,7,164,146,112,249,94,183
NWMN_RS05805,64,43,325,314,115,368,174,363
NWMN_RS05810,19,12,111,115,59,117,90,174
NWMN_RS05815,13,12,106,122,71,112,65,148
NWMN_RS05820,1336,1198,2422,2143,1675,2180,1348,2238
NWMN_RS05825,52,41,214,210,121,187,118,254
NWMN_RS05830,75,47,353,383,232,382,261,478
NWMN_RS05835,137,142,446,456,328,533,357,639
NWMN_RS05840,49,35,187,164,64,188,107,244
NWMN_RS05845,21,12,26,36,7,40,19,29
NWMN_RS05850,3,6,6,7,0,7,1,13
NWMN_RS05855,13,8,25,30,14,26,17,26
NWMN_RS05860,103,77,173,144,155,160,120,203
NWMN_RS05865,110,71,178,144,300,181,198,285
NWMN_RS05870,43,57,41,45,137,53,67,86
NWMN_RS05875,1,0,36,47,8,17,24,50
NWMN_RS05880,163,141,271,168,314,548,249,375
NWMN_RS05885,360,242,480,456,204,280,89,345
NWMN_RS05890,180,228,201,185,20,39,12,71
NWMN_RS05895,51,53,74,69,10,5,7,41
NWMN_RS05900,70,105,99,106,24,36,15,29
NWMN_RS05905,86,84,121,95,77,60,28,72
NWMN_RS05910,156,144,179,155,150,151,84,203
NWMN_RS05915,43,61,106,75,17,32,13,40
NWMN_RS05920,47,15,55,44,4,7,2,33
NWMN_RS05925,1,1,6,6,2,2,0,4
NWMN_RS05930,3205,3273,4714,4272,1287,1330,468,1135
NWMN_RS05935,2916,1841,2505,1593,233,406,92,299
NWMN_RS05940,11280,7360,10090,5707,1427,2104,516,1226
NWMN_RS05945,983,1113,1591,1357,101,293,36,432
NWMN_RS05950,2138,2149,2272,2135,941,928,434,949
NWMN_RS05955,4782,4456,5296,4298,2411,2757,966,3927
NWMN_RS05960,10385,8834,10365,8251,5483,6307,2461,7215
NWMN_RS05965,14735,9998,10595,6434,7263,8257,2905,6216
NWMN_RS05970,36803,27155,23253,20648,29770,31154,9489,24734
NWMN_RS05975,474,361,361,255,173,208,112,307
NWMN_RS05980,9568,6441,6565,4911,7278,7422,3805,7262
NWMN_RS05985,22845,18191,16654,12930,10339,8803,2962,4919
NWMN_RS05990,128529,104329,96113,76134,51810,42720,11776,19542
NWMN_RS05995,76534,62681,57483,46131,27967,24625,5059,10651
NWMN_RS06000,15187,10628,12709,12278,10877,12811,4477,13180
NWMN_RS06005,12764,9196,9592,9512,7478,9373,2975,8788
NWMN_RS06010,11209,8292,8347,7610,5649,8063,2407,7079
NWMN_RS06015,4,5,11,8,0,10,3,31
NWMN_RS06020,34953,48155,65915,81340,3789,5458,1321,4116
NWMN_RS06025,262,387,539,702,34,51,18,66
NWMN_RS06030,2799,5453,6482,9001,495,554,148,612
NWMN_RS06035,790,1125,1327,797,41,48,10,35
NWMN_RS06040,21590,37599,31600,33156,1243,1597,524,2004
NWMN_RS06045,17028,28570,24273,24873,673,948,263,1412
NWMN_RS06065,404,536,801,725,379,240,138,323
NWMN_RS06075,1999,2186,2891,2626,1516,930,430,805
NWMN_RS06080,6706,8259,15371,12297,741,648,134,463
NWMN_RS06085,4,2,3,5,0,3,1,3
NWMN_RS06090,93,121,173,136,52,62,6,26
NWMN_RS16025,582,514,457,522,420,593,126,268
NWMN_RS06095,173,169,400,448,84,96,32,145
NWMN_RS06100,133,181,293,367,46,36,28,46
NWMN_RS06105,197,157,365,529,37,45,20,63
NWMN_RS06110,1157,805,4146,6064,273,159,145,152
NWMN_RS06115,1734,986,6194,8976,515,298,251,274
NWMN_RS06120,1936,1456,7297,8030,1799,2228,1337,2635
NWMN_RS06125,1673,1701,1736,1380,156,347,69,244
NWMN_RS06130,911,1118,1851,1562,155,190,74,326
NWMN_RS06135,38,66,95,93,2,3,0,19
NWMN_RS06140,39,86,61,69,19,53,3,59
NWMN_RS06145,8,12,30,31,676,2302,2799,4664
NWMN_RS06150,7,13,7,19,776,2353,2450,4693
NWMN_RS06155,3424,2864,2993,2976,6616,4282,1972,3577
NWMN_RS06160,8783,7826,5365,5781,20959,9934,5234,6214
NWMN_RS06165,11558,8062,9405,6566,5943,9415,3517,9895
NWMN_RS06170,13928,21401,20953,22813,9542,6490,3290,4887
NWMN_RS06175,14971,19536,24123,28371,7970,4487,3135,4223
NWMN_RS06180,3243,4225,5414,6422,722,507,346,541
NWMN_RS06185,14689,15716,22739,16227,3025,3081,1461,3820
NWMN_RS06190,2487,2819,3128,1734,298,462,294,636
NWMN_RS06195,6409,5903,6420,3799,1219,1805,906,2059
NWMN_RS06200,10541,9009,9933,6461,3028,3872,1532,4311
NWMN_RS06205,51462,41751,51915,34262,24570,22499,9916,21151
NWMN_RS06210,85170,69531,94629,70835,38904,37430,14441,39633
NWMN_RS06215,5872,4171,4763,4210,3254,3592,948,2488
NWMN_RS06220,11854,10471,13965,11303,4925,6374,1780,6491
NWMN_RS06225,26742,22018,31536,25432,10158,13024,3778,11715
NWMN_RS06230,5402,4668,6209,4203,1956,2569,686,2491
NWMN_RS06235,1420,1201,1597,1138,409,774,215,1161
NWMN_RS06240,7527,7867,9537,9375,3417,5263,1862,7827
NWMN_RS06245,14899,11134,9266,5208,1593,3482,570,2879
NWMN_RS06250,2638,1919,1770,1599,1177,1376,663,1444
NWMN_RS06255,101,63,55,57,35,40,24,39
NWMN_RS06260,1503,1278,1208,694,325,505,78,450
NWMN_RS06265,6359,5009,4826,3106,1624,2461,405,1341
NWMN_RS06270,2135,1380,728,744,695,565,310,519
NWMN_RS06275,2967,961,336,212,92,182,37,138
NWMN_RS06280,2809,1098,347,195,61,281,40,218
NWMN_RS06285,4081,1471,526,374,163,432,126,304
NWMN_RS06290,3275,1190,625,356,190,409,114,276
NWMN_RS06295,6547,2868,1561,1239,497,1004,302,680
NWMN_RS06300,818,485,252,260,174,121,99,122
NWMN_RS06305,680,387,310,241,94,129,61,144
NWMN_RS06310,171,135,147,115,27,37,20,78
NWMN_RS06315,4248,4221,5121,4474,3247,1851,1125,2008
NWMN_RS06320,14873,12134,12849,11341,7833,10399,3784,12491
NWMN_RS06325,5591,5704,8790,10549,2551,3728,1000,4294
NWMN_RS06330,2647,2344,3442,3861,916,1316,277,1300
NWMN_RS06335,6052,4700,5535,5852,3572,3242,1904,3550
NWMN_RS06340,19252,14840,14886,11896,8321,8084,3453,7394
NWMN_RS06345,1885,1835,4228,2608,187,154,93,335
NWMN_RS06350,7143,5283,6254,5281,8820,8281,4352,6626
NWMN_RS06355,1209,1063,1545,1682,589,827,263,659
NWMN_RS06360,3381,2952,3886,3124,1448,1784,628,1498
NWMN_RS06365,8086,7317,9090,6901,2950,4452,1094,3406
NWMN_RS06370,7937,7064,7850,6037,2436,3905,913,3049
NWMN_RS06375,3528,2954,3643,2484,734,1364,326,1337
NWMN_RS06380,12591,10370,11223,8173,2010,3681,841,3551
NWMN_RS06385,5291,5230,6411,6103,3278,3294,1095,3011
NWMN_RS06390,3581,3159,3852,3469,1448,1368,489,1442
NWMN_RS06395,4578,3866,4384,3657,1434,1448,442,1560
NWMN_RS06400,55545,54313,40362,67813,11361,31999,1730,6342
NWMN_RS06405,4243,4131,5238,4411,1089,1438,502,1762
NWMN_RS06410,14051,13987,20752,15476,2927,4100,1144,5886
NWMN_RS06415,19364,14574,15381,14510,29555,16803,7733,11843
NWMN_RS06420,6953,5548,5560,4172,5813,3573,1299,2210
NWMN_RS06425,11742,9587,10329,6809,6878,4845,1586,3561
NWMN_RS06430,12729,9522,10769,6438,5973,4476,1213,3258
NWMN_RS06435,12709,9519,10098,6281,5270,4224,1138,2989
NWMN_RS06445,5727,4436,3967,2975,1548,2033,252,1104
NWMN_RS06450,964,939,1108,1123,388,344,123,428
NWMN_RS06455,10260,8594,11743,9840,1751,1772,660,2407
NWMN_RS06460,4835,3450,4931,3549,1071,1134,455,1068
NWMN_RS06465,947,732,956,668,195,246,72,332
NWMN_RS06470,27008,18125,21540,15391,5380,9867,2535,9603
NWMN_RS06475,3187,3095,3256,2456,267,1220,322,1825
NWMN_RS06480,909,790,1062,775,177,351,78,429
NWMN_RS06485,2049,1619,2014,1703,417,795,205,807
NWMN_RS06490,12712,10496,11245,4667,1285,2829,487,2318
NWMN_RS06500,7060,6371,8682,7811,3040,2402,981,2143
NWMN_RS06505,2564,2259,3217,3043,542,1377,276,1124
NWMN_RS06510,2887,2466,2888,2426,843,1702,313,1002
NWMN_RS06515,80685,70351,53653,43389,57377,62145,19602,43873
NWMN_RS06520,118496,93075,71992,51438,78243,75933,25244,48477
NWMN_RS06525,321,196,223,149,78,126,35,93
NWMN_RS06530,441,470,436,331,100,214,73,238
NWMN_RS06535,122,159,149,115,58,100,38,161
NWMN_RS06540,10349,9687,11420,8013,8704,16788,4070,16955
NWMN_RS06545,9348,7400,8134,4544,6920,12515,3178,10805
NWMN_RS06550,16300,12547,15698,15463,7607,5040,3950,4466
NWMN_RS06555,9782,6839,9288,7941,4072,2362,2178,1970
NWMN_RS06560,39674,28808,38960,31397,12070,8518,6397,7333
NWMN_RS06565,24527,17767,23176,16655,6674,5867,2936,4320
NWMN_RS06570,1684,1249,1486,1053,375,369,247,252
NWMN_RS06575,14411,11702,18937,12647,928,1830,451,2870
NWMN_RS06580,736,672,846,456,52,111,26,195
NWMN_RS06585,39906,30421,35954,30357,28253,18958,9598,17254
NWMN_RS06590,7482,5294,8003,6070,2435,1537,961,2292
NWMN_RS06595,8801,6113,8301,6016,2685,1933,847,2570
NWMN_RS06600,3749,4721,3748,4450,2197,3500,1951,4424
NWMN_RS06605,2019,3010,2517,2665,327,687,436,1614
NWMN_RS06610,6995,7433,7751,6034,2522,4905,1388,6023
NWMN_RS06615,15269,12320,12180,7772,5387,9660,2336,8529
NWMN_RS06620,32861,23270,24612,19156,9066,12736,4221,11220
NWMN_RS06625,4280,3743,4569,3714,1056,1138,575,1316
NWMN_RS06630,15175,11672,15309,11534,3173,3436,1828,3819
NWMN_RS06635,3425,2508,3170,2449,598,701,394,809
NWMN_RS06640,3295,2425,3083,2181,556,635,376,965
NWMN_RS06645,42998,29966,35864,24463,7276,9044,3985,9879
NWMN_RS06650,4507,3549,2927,1939,609,1547,343,960
NWMN_RS06655,2409,2417,2406,1899,2169,1970,1494,4043
NWMN_RS06660,10316,9016,8839,7016,6328,6281,3711,8893
NWMN_RS06665,16369,13301,12874,7557,5789,7803,2445,7028
NWMN_RS06670,22029,18673,21403,15704,4959,6371,1478,5317
NWMN_RS06675,45628,39949,49164,44900,14632,14001,8510,17090
NWMN_RS06680,15204,11830,17409,11498,16056,11698,7329,9394
NWMN_RS06685,1599,1196,1588,1162,1534,1221,659,1182
NWMN_RS06690,1655,1406,1787,1279,338,412,264,481
NWMN_RS06695,2481,1967,2240,1212,573,502,270,488
NWMN_RS06700,2094,1682,1705,838,445,416,224,474
NWMN_RS06705,4297,4400,4277,3843,2586,2223,899,1835
NWMN_RS06710,2954,2961,2708,2809,1609,1532,565,1364
NWMN_RS06715,6349,5637,5711,4912,3240,3016,1120,2063
NWMN_RS06720,9041,7514,5074,4820,6840,11049,3140,10831
NWMN_RS06725,29807,27089,36615,39606,22010,34225,12348,37307
NWMN_RS06730,93376,71375,75881,59463,59544,58361,24187,47853
NWMN_RS06735,3189,3394,3692,3903,5706,3772,1580,7623
NWMN_RS06740,1129,1190,1457,1336,118,258,39,336
NWMN_RS06745,11887,5634,3661,2732,21374,16977,3955,9018
NWMN_RS06750,6238,3517,2012,1821,8071,6494,1327,3513
NWMN_RS06755,705,583,553,526,383,436,80,395
NWMN_RS06760,10332,9154,9194,8743,2483,4014,692,3088
NWMN_RS06765,3040,2342,2568,2245,755,1026,222,737
NWMN_RS06770,4255,3110,3176,2573,888,1424,308,1041
NWMN_RS06775,7410,6912,9618,7875,1844,2718,848,4181
NWMN_RS06780,4965,4903,5085,3698,744,1384,424,2444
NWMN_RS06785,1773,1531,1378,917,313,415,128,667
NWMN_RS06790,22961,34076,39425,41928,1505,3352,507,2759
NWMN_RS06795,23337,28584,18291,15649,941,2151,413,1402
NWMN_RS06800,43218,59236,66427,101226,20747,8276,11418,12108
NWMN_RS06805,2422,2834,2594,3746,535,614,276,747
NWMN_RS06810,3638,3809,3359,4284,782,950,294,1067
NWMN_RS06815,1012,1073,1212,1349,210,292,79,275
NWMN_RS06820,1957,1609,1468,1816,1679,1230,481,974
NWMN_RS06825,2571,1920,1845,1398,868,1426,508,1649
NWMN_RS06830,2562,1811,1819,1053,673,1194,428,1502
NWMN_RS06835,3017,2988,3008,3068,1766,1691,2077,3568
NWMN_RS06840,24671,20956,21489,20335,15159,12782,17817,17178
NWMN_RS06845,30,21,47,28,15,18,7,18
NWMN_RS06850,5,0,0,4,2,3,1,6
NWMN_RS06855,54,39,64,61,86,34,53,49
NWMN_RS06860,6,17,9,12,5,2,1,1
NWMN_RS06865,90,101,89,100,54,36,48,30
NWMN_RS06870,4,7,11,8,7,7,0,7
NWMN_RS06880,9,14,5,9,7,0,4,10
NWMN_RS15970,100,84,89,114,79,65,24,72
NWMN_RS06890,4,16,23,13,1,0,0,4
NWMN_RS06895,1,0,0,2,0,0,0,4
NWMN_RS06910,62,153,63,29,31,59,5,33
NWMN_RS15975,92,110,111,125,35,27,5,55
NWMN_RS06925,233,263,235,249,94,89,42,204
NWMN_RS06930,149,175,201,210,46,65,21,185
NWMN_RS06935,14,7,8,15,3,1,1,11
NWMN_RS06940,168,119,132,210,306,330,138,339
NWMN_RS06945,241,381,261,243,154,230,21,225
NWMN_RS06950,8227,7915,7721,6418,3904,4485,1103,3543
NWMN_RS06955,207,230,210,190,189,265,29,168
NWMN_RS06960,198,202,227,264,237,255,56,182
NWMN_RS06965,1325,1470,1342,1395,800,812,215,808
NWMN_RS06970,934,918,945,1019,431,540,148,555
NWMN_RS06975,65,250,296,146,30,46,19,86
NWMN_RS06980,800,640,1170,1380,676,355,243,388
NWMN_RS06985,12945,12265,15467,17828,15067,7444,4440,7607
NWMN_RS06990,3320,3422,5960,7670,534,626,227,760
NWMN_RS06995,1987,786,3540,3888,155,200,81,327
NWMN_RS07000,8728,3419,11795,12588,385,511,119,426
NWMN_RS07005,11860,4439,14907,13761,843,1052,378,599
NWMN_RS07010,8246,2924,9582,8946,420,584,198,480
NWMN_RS07015,10377,6714,11129,9219,1435,2024,680,1948
NWMN_RS07020,947,810,784,926,474,340,269,359
NWMN_RS07025,7,3,3,2,0,0,0,1
NWMN_RS07030,4217,4175,4840,5416,2504,2439,1187,2565
NWMN_RS07035,107098,78746,45960,36661,152621,75635,57224,58209
NWMN_RS07040,14529,11776,8096,7212,14017,11978,4290,6872
NWMN_RS07045,576,425,435,459,436,684,306,1017
NWMN_RS07050,939,738,620,639,283,529,207,1277
NWMN_RS15980,17,24,20,17,6,11,3,13
NWMN_RS07060,6511,6405,4637,4985,2649,3342,1052,3395
NWMN_RS07065,25784,19755,33777,33352,19719,19091,10230,15462
NWMN_RS07070,326,159,123,188,112,549,143,880
NWMN_RS07075,431,490,537,533,184,344,90,591
NWMN_RS07080,168561,106693,141965,128434,98997,74076,37238,64763
NWMN_RS07085,1575,1387,1199,1019,343,610,113,474
